address,tier,avg_balance,DAYS_OVER_1,DAYS_OVER_10,DAYS_OVER_100,DAYS_OVER_1000,DAYS_OVER_10000,DAYS_OVER_100000
0xc20f5d122d537586909d4bb65ea748a3984bd96b,1,2.33,312,0,0,0,0,0
0x78f9ffcfee48745944a6aa966fbfe9a0bf98188b,1,2.33,529,0,0,0,0,0
0x00b9e619e6369e03eddf9d2a86cb46d68d9c5b69,2,2.33,51,30,0,0,0,0
0x3c96ecb8c5b0365e1658fa9e997aae72bc00a2f6,2,2.31,164,164,0,0,0,0
0x0330ffe3ef502c374b6a6dda6c7fdfe8639179d8,1,2.29,711,0,0,0,0,0
0x196ba49791b7cfec034aab11c9a1722abfffb5f5,1,2.27,467,0,0,0,0,0
0xc8c16c236a825f3dca939b84c1e34cf03507bbc5,2,2.26,146,146,0,0,0,0
0x3194cd0b46183e8058ab3981fa2f37e01be7df66,1,2.22,526,0,0,0,0,0
0x43f60bdc4c5dff22ce2ef56930873dfa76f3407d,2,2.21,31,31,1,0,0,0
0xeb0e6ecd0e78b0a84ecd9663a041f453c454a99d,2,2.2,73,73,0,0,0,0
0x555cce49bbbcd0143e14a44cc7cc6fbc6c761679,2,2.2,78,78,0,0,0,0
0x8976c59e3df48593e5cc010e44e8674f6b986d1d,1,2.18,1,1,1,1,0,0
0x425c90b7ca97bec31aa2ae2eb58f683f5d11e03a,1,2.16,523,1,0,0,0,0
0xc42b34e33160fd5d5257d89e283436df2c71f1f0,1,2.14,220,0,0,0,0,0
0x5ba467cfbeef6f6962b738aaa75ef7ab5b21ea1c,1,2.13,304,0,0,0,0,0
0x2fa804c85eae3419dcb5cd2187b735abe32b0901,1,2.11,277,0,0,0,0,0
0x6eabd87e1b788c6398ef06920b1dc24dbc206575,2,2.1,29,28,0,0,0,0
0x5cc2ec9378e4fd3e5b91a6fa338edcc8edd36ff8,2,2.08,290,48,0,0,0,0
0xca226bd9c754f1283123d32b2a7cf62a722f8ada,2,2.08,41,27,0,0,0,0
0x85a363699c6864248a6ffca66e4a1a5ccf9f5567,2,2.07,16,16,0,0,0,0
0x828471c2cee64a8b146d82c46f39c1889810ab1d,2,2.04,97,96,0,0,0,0
0xe97cf541ecf916cde6907addad109e4dc973b98f,1,2.04,528,0,0,0,0,0
0x540ef425920b64cafa189ddc9cf3abe49a318fe8,1,1.97,484,0,0,0,0,0
0x97b102e00d88f02debfd6b1e4b901dd6931bb982,1,1.97,482,0,0,0,0,0
0xab21e10d73afcac6c41545a2499a2f9b0e73bdf5,1,1.97,3,3,3,0,0,0
0x97d7846316efe4581a5a1ef3de3e88814ba75e25,2,1.95,97,97,0,0,0,0
0x82f038eb068697bb99186e8e5bd66d8cceabd340,1,1.94,529,0,0,0,0,0
0x4eeca96e6d7110accad14b7e31b4eb59bb09748f,2,1.94,90,90,0,0,0,0
0x38430336153468dcf36af5cea7d6bc472425633a,2,1.91,68,68,0,0,0,0
0x8185c21245ea6c6cd71c15e62356e47e5edc9667,2,1.91,82,14,6,0,0,0
0x41b7b0fee0d0b3f80a0531268af4de4abd9ef2ae,1,1.9,169,0,0,0,0,0
0x01b37edd07ea71eaf552b6ef1b8dcfbb328e1f39,2,1.9,108,108,0,0,0,0
0x3f7559d8e2a8f6c76fe90d7ef739129145500d96,1,1.89,451,0,0,0,0,0
0x8073639b11994c549eda58fc3cd7132a72aadf10,1,1.86,255,0,0,0,0,0
0x9d0b7f322e753bd4e2921cf854b631aa699431dc,2,1.84,14,9,7,0,0,0
0xde33e71faecdead20e6a8af8f362d2236cba005f,1,1.84,612,0,0,0,0,0
0xe7844b0b18c59115f3f92f208c1b4ea9e038e1a9,1,1.83,247,0,0,0,0,0
0x58feb386d1c9e6af43ca9db1ac30043f9ca706a8,1,1.77,6,6,5,0,0,0
0x46ee5093b441912535681de51382c2444b108dfe,1,1.77,525,0,0,0,0,0
0x1ba9907e3c0322fd056d2056de9b22073c45b87f,2,1.74,108,96,0,0,0,0
0x76deac8d4dbc5bf69c1f256b88c287bcbb731918,2,1.73,24,17,0,0,0,0
0x922164bbbd36acf9e854acbbf32facc949fcaeef,1,1.72,227,0,0,0,0,0
0x3198edb222d3e57a6c30e6acb04eefd5b6d9b870,1,1.72,3,3,3,1,0,0
0x2cdb1232739e9ee49f46ad5da284db6da01eebd4,2,1.71,42,42,0,0,0,0
0xd4293e608bab98a7b0f1d5520bc1f27b89226d9b,1,1.7,529,0,0,0,0,0
0x8bf171019ffef83d10438e356e27ff3333c495b5,1,1.69,241,0,0,0,0,0
0xd3f7d91b37efb848aa84283bf3788ada7de57bfa,1,1.68,3,3,3,0,0,0
0x9a67fb68e64c3d45f5636fef3481f1cf92ec68f7,1,1.68,479,0,0,0,0,0
0x5e9b9747e64d50d4fbb8c533a17da23e080fe36e,2,1.68,7,7,2,0,0,0
0xe945bfde6344f64062b43b1c2856c5fa5d58600e,2,1.68,96,96,0,0,0,0
0xfc86eb469aeded24ba7c5c514dfc286e8e5bda6f,1,1.67,527,0,0,0,0,0
0x685c99e8780e5a7f158617cc2e9acc0e45a66120,2,1.65,109,109,0,0,0,0
0xa373fd721f0fd65c132f2fc91a0d434f98b9acba,2,1.64,110,109,0,0,0,0
0x9dc552a659d48c4479e2231e56a9f93161483ee8,2,1.64,111,110,0,0,0,0
0x7c91dacd9584ef7ddcc185b477e94264d3840c6c,1,1.63,528,0,0,0,0,0
0x67119747b570a81154e1eadea29c1a9379b478af,2,1.59,49,49,0,0,0,0
0xe5bc8dd2c7fdd485125a19771a7e136de6d022b6,1,1.58,6,6,6,0,0,0
0xc475837bb1bd4922e1dc002802f8e2293e121ef8,2,1.57,86,86,0,0,0,0
0x529f45167a9c893fa7051f86cc5e302adfe8a8c6,2,1.57,94,94,0,0,0,0
0x977a2494ddb785e80d35faeb7642cfcffb3746d4,2,1.57,110,103,0,0,0,0
0xa6d5076f10c550eaf85ed71efef22709345fc1f1,2,1.57,97,97,0,0,0,0
0x4e376347a9a778c1e27c097e1b4719246d26868c,2,1.56,96,96,0,0,0,0
0x6eeb37b9757dca963120f61c7e0e0160469a44d3,1,1.55,249,1,1,0,0,0
0x14f7ed3bc9b5c8b380fc1f6330710e1dff6b36c6,2,1.55,109,109,0,0,0,0
0x3b78f20c10a3b4099bc2572dacfab953726eb267,1,1.55,220,0,0,0,0,0
0x96dc9ecd6d140c9b1bf121f290328500e1e77b41,2,1.54,94,94,0,0,0,0
0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,1,1.52,518,1,0,0,0,0
0xc1af985116915762f712a62e7bd7d331508cc57a,2,1.51,105,105,0,0,0,0
0x96d5cdacd14ee6c3b5fdfddbb18a625a20a9bc1a,2,1.51,98,98,0,0,0,0
0xb6e8a285202710be85fb68be6e5659a53b4abb9c,1,1.5,7,6,5,0,0,0
0xa6536f4f632ad3361d5d5ff4af9b33966380fcb0,2,1.48,14,14,0,0,0,0
0x5c7291e18c3ecf30e14ccf1dcd646c0ca3309113,1,1.47,532,0,0,0,0,0
0x31968a20575e8d32505c84fabea83efcc6778f1b,2,1.46,94,94,0,0,0,0
0xe2995ca52c4c7bc4e5e4895771a285cd5055050b,1,1.46,247,0,0,0,0,0
0xd128d343ca4b52bb4dc20c55050d600cecb461ef,2,1.45,94,94,0,0,0,0
0x21eb0cb3b993ad720e1a292dbadc6b1ae28a112b,1,1.45,241,0,0,0,0,0
0x485d5693ea71e3f39480e449942c94179ca82102,2,1.45,94,94,0,0,0,0
0x5bcdec9450c0ec2a09c5d5b634dddd9eb6c67843,2,1.45,94,94,0,0,0,0
0x229c065ccd544c833853975325303972f559f23c,2,1.44,94,94,0,0,0,0
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,2,1.43,43,43,0,0,0,0
0x31d88acfcb04f6c057fed86bf54d047b7246b60e,1,1.42,244,0,0,0,0,0
0x1f07803e8839c9a9532a0210865669483471cd0e,2,1.42,94,94,0,0,0,0
0xd498d9ec4a7a418263e8729b09448e18a8ec863e,2,1.42,93,92,0,0,0,0
0xae7b3a91f1a8d4c791fc4e197b93eb5cacd5c046,2,1.42,94,94,0,0,0,0
0xa6495bd84484fac58e124aff24568c4efa534be7,2,1.42,94,94,0,0,0,0
0xec57095522cf2152d999b544eab00977bd62948c,1,1.41,244,0,0,0,0,0
0x0eb0ddfb4350bae7435acd27504926204235a9de,1,1.41,1,1,1,1,0,0
0xc4a7d16345054f50aa5c6e5234287cb155aa3e56,2,1.41,94,94,0,0,0,0
0x4d83eecbf62ab8f60f0e42a4001f75ee23ea91e1,2,1.41,29,17,0,0,0,0
0xd0c7a59e3ce5a289b553ebf7659f5c3316ecfbb9,2,1.41,98,98,0,0,0,0
0xee48878d24524d2c00543201c195fb7ead592f10,2,1.41,98,98,0,0,0,0
0x85c46860cc75584674361740fd9e3c12c5805b69,1,1.41,244,0,0,0,0,0
0xe395611dd3164a9ef18a8d8f0fa543f8ee648663,1,1.41,244,0,0,0,0,0
0xd6b64126d7588b0b91aaea1a9d524609697273bb,1,1.41,244,0,0,0,0,0
0xed79f236a8d77d8e6d581fe112e0eea21407aa15,1,1.41,2,2,2,0,0,0
0xcf8adfa7eb82b1652bad2b0f5f130677f3f62b63,2,1.4,94,94,0,0,0,0
0x188697f39e2ec9e6e3c5fd5cbb36b8c01c81a53f,2,1.4,98,98,0,0,0,0
0xc3a23855d3dc9d8761133ce828abf426730d8956,1,1.4,199,0,0,0,0,0
0x0341ab2d783648be716fa78a48eedf13f151335e,2,1.4,98,98,0,0,0,0
0xcc7a148b03fdbb779ef239a1ca2876321c8f5e5b,1,1.39,244,0,0,0,0,0
0x8fc3a4d29d22bc0fbae2f9429155ea59596ee048,1,1.39,244,0,0,0,0,0
0xa1d749be0e31b1feb85f98f65e171d50c6502a52,1,1.39,244,0,0,0,0,0
0x31cb82d8f4d40034cb1faf00ec4a173f504d27ea,2,1.39,42,42,0,0,0,0
0x5f395b8452a9911e5b9c08c88489a37643cfbb5b,2,1.39,94,94,0,0,0,0
0x4bbb98cd88191b83fd736721bbacb082eff1f42d,2,1.39,94,94,0,0,0,0
0x1dfc4c1acbc8aba992dc85dd1282b64708081829,2,1.39,15,14,3,0,0,0
0xbc0ea3f30e2d6e917aa05655dbda48131b34d6d0,2,1.39,94,94,0,0,0,0
0xb625f2c7854a5ba97afd4845f998268b00b7541f,2,1.39,94,94,0,0,0,0
0x77059a202bffa20847f924bac7c94fb386247147,2,1.39,97,97,0,0,0,0
0x42f18f4f5437c873858d36eed5d4b22c0d02be14,1,1.39,244,0,0,0,0,0
0xa177796de38ff4740520548c8bbd00157bb56169,2,1.39,99,78,0,0,0,0
0x69c50adeee2e29ccc8b027ab249816070c013ce3,2,1.39,94,94,0,0,0,0
0xd7c03f99064bbf8d3eed27c870959a791abc9a3b,2,1.38,94,94,0,0,0,0
0x4e032dffaeaadf64e786f0ad4ca5a19853c9024e,2,1.38,94,94,0,0,0,0
0xfe606ddffda82c39387aa4fb054fd986679f3ff4,2,1.38,94,94,0,0,0,0
0x613b43d560ea3fcce34cc9cfe17b98427cc3950f,2,1.38,94,94,0,0,0,0
0x4cc9030bc35fb12286b96d1d3f4192ca157f4869,2,1.38,98,98,0,0,0,0
0x634977e11c823a436e587c1a1eca959588c64287,2,1.38,12,8,5,0,0,0
0xbdbd023082319a75d8b1614e7ca77ae791200820,2,1.38,94,94,0,0,0,0
0x3d71eff9b1600ffab9d2c470992ceb027ac6f740,2,1.37,94,94,0,0,0,0
0x00a66045ccc58a3e79999d6de0f49809c577ed3c,1,1.37,113,1,1,0,0,0
0x2e2c4ac19c93d0984840cdd8e7f77500e2ef978e,1,1.36,1,1,1,0,0,0
0x4feea2377d76387df2a41b54bec9c14b1ec00525,1,1.36,1,1,1,0,0,0
0xae90cec6d54633c8ffb5f55c69db296775a2b4f0,1,1.35,479,0,0,0,0,0
0x67434e4f16fb70e59c91b8642522fac5b0c292c1,1,1.35,199,6,6,0,0,0
0x9cfa5c4bfe08a1a3f7c17d6503eeb23a0290c4ca,2,1.34,7,7,6,0,0,0
0xf3aa29e48b44286792a04fc3a06b6e593f3fc781,2,1.34,94,94,0,0,0,0
0x31faca3aec82181b6beac31bf5c70af6b301332d,1,1.33,227,1,0,0,0,0
0xb749a586080436e616f097f193ba9cb6a25e7ea6,1,1.33,493,1,0,0,0,0
0xb3bc0e8a321d78c36e30a24a97940d532e5902d0,2,1.32,86,86,0,0,0,0
0x12b261f2d98a8779627074336251da38ee73aa2c,2,1.32,94,94,0,0,0,0
0xcd2711c170bfbfb0bf632868446f9dd49683ee7b,2,1.32,25,25,0,0,0,0
0xdda5b116ad092c685c9205467c28620232e26879,1,1.31,346,0,0,0,0,0
0xf5cbb9c28aebc7e711d10a2b164ba766d3d68de9,1,1.3,4,4,4,0,0,0
0x80be6efbc2c84445c712ea1cfa30ced25c13a1e9,2,1.3,30,29,0,0,0,0
0xf8416fdfdfc5766f738c86ffa6aed52ad2f2464c,1,1.3,276,0,0,0,0,0
0x18aec0a1ae3187750d76bf9a30e34140e34f9e4d,1,1.28,140,0,0,0,0,0
0x7b054580aea6b6cbdf30bbbe84777bae623f4d1e,2,1.28,29,26,0,0,0,0
0xecce99b4b41a8b27dc280cfb2ee5a55ebcb861ba,2,1.28,89,89,0,0,0,0
0x9a17de1f0cad0c592f656410997e4b685d339029,1,1.27,309,0,0,0,0,0
0xfe8cc72d95633e3a40cf3d221a609ef0c4807745,2,1.26,75,75,0,0,0,0
0x2085aa46b04ba20f93f24cc51e26e4fc3f0b631d,1,1.25,221,1,1,0,0,0
0x3f649dbfafbe454940b8a82c5058b8d176dd3871,1,1.23,451,1,0,0,0,0
0x9416baa70ec1781a307f828608e488c6d31abe07,1,1.21,321,0,0,0,0,0
0xeac6a75e19beb1283352d24c0311de865a867dab,2,1.2,51,51,0,0,0,0
0x29185eb8cfd22aa719529217bfbade61677e0ad2,1,1.2,183,0,0,0,0,0
0x6565607bab48ff7eb93773b90981fae2f62c3732,2,1.2,27,26,0,0,0,0
0xc0ba8ef6ed13a3ebafa9497bbb6c97db336c5bd4,1,1.17,417,0,0,0,0,0
0xf4e2718e5dfae1cafc49a27f28da349e9a3429df,1,1.17,528,0,0,0,0,0
0x9292ea91919a84011f25fd0546a447c95db21ead,1,1.17,1,1,1,0,0,0
0x3f39ab992fbb3bc3ee5a0f921fb4aaf3fa9243ae,2,1.16,28,22,0,0,0,0
0x84027f515c6a747690b590e9242ca296a38a2e97,2,1.16,76,76,0,0,0,0
0x50e4ab0bac1d678d2136867e80d40f6cc9997082,2,1.15,46,41,0,0,0,0
0xad649f52a7d6f106f3a69a0bc542e885e67fee6b,2,1.15,8,7,0,0,0,0
0x0c1ba2851c70f1d6f96057fafee938c2c3712424,1,1.15,137,1,0,0,0,0
0x59041d70deaefe849a48e77e0b273ddd072ea9e4,2,1.15,18,16,0,0,0,0
0x6cddbcb720f037a3b4abdd7a39ca5244eca2220e,2,1.15,22,8,8,0,0,0
0x57b0a4c3d9c852747243805774b53f2a8b2369b3,2,1.15,47,19,0,0,0,0
0xc4fdbaf231644efcbe7805180bbd941983fa0277,2,1.15,126,70,0,0,0,0
0x589cc1a3bd0d4107803198f5e81ba60aea43d8da,1,1.15,515,0,0,0,0,0
0x68559b450b3a45fbc48eeba010712b8f360a6213,1,1.13,1,1,1,0,0,0
0xb522133dbd9c8b424429d89d821aeb2a115db678,1,1.13,261,0,0,0,0,0
0x1acc33d1d4f37c049ec5fe0b5d207f0a89f5d31b,2,1.13,11,11,1,0,0,0
0x9f4fbbbcbe8b8e90449dec9032bd5cce65bb52e5,2,1.13,211,31,0,0,0,0
0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,1,1.12,241,0,0,0,0,0
0x703550294edd3e1a700f3f0d2347b037bc6a0030,1,1.12,4,4,4,0,0,0
0xe64113140960528f6af928d7ca4f45d192286a7a,1,1.11,48,2,0,0,0,0
0x22a3f572b0558c91229dcdb0da443bc434f7cf92,1,1.1,157,0,0,0,0,0
0xf57aea25ce245f1d5fa21b7ddc38a383d880ff50,2,1.1,52,52,0,0,0,0
0xc6a0d3c3d306cbb0915013cb6a7c45b89f804703,2,1.1,77,77,0,0,0,0
0x9924285ff2207d6e36642b6832a515a6a3aedcab,1,1.08,173,0,0,0,0,0
0x37769f8f797a8e165c24d88f8d0b73a7ece09099,1,1.08,514,0,0,0,0,0
0xd3d2f7704fe3836c7ce3b91e45e727368361d911,1,1.08,526,0,0,0,0,0
0x42b682dd561d0afe0d79a60fe7e97ca0168f88a8,1,1.08,2,2,1,0,0,0
0x73ca1f3ef3f7e2af8ee8df6d0ef8441a398744e7,1,1.07,528,0,0,0,0,0
0x5afe3ea77335ae0da1347fb76da3cba778d0d86e,1,1.07,525,0,0,0,0,0
0xdca58223e2a0f649461fe165f98e9a2ad4906bdc,2,1.06,30,30,0,0,0,0
0xa2673e00f90d458348e0af6a7d418831dc3b883f,1,1.06,151,0,0,0,0,0
0x661f531bd6a3840dab34a85724f059b358399ce3,1,1.06,168,0,0,0,0,0
0x5aea54f793e7aa4540ecd636d1420896e5e477fc,1,1.06,80,3,0,0,0,0
0x5e15dbf75d3819dd9da31fc159ce5bc5f3751ab0,1,1.06,235,0,0,0,0,0
0xdf011b7b426f29e952e21e3a5c4f02ab8ac1d112,2,1.05,7,7,2,0,0,0
0x9d235b00bb8bda7c9c027d3d707004c75e24a83a,1,1.03,366,0,0,0,0,0
0x9f5d4083f595e55e66ad86ac2b614e65f57dd887,2,1.03,51,43,0,0,0,0
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,1,1.02,321,1,0,0,0,0
0xaea3e721bfa7e8ece9b7833af5654563105429ff,1,1.02,323,0,0,0,0,0
0x99c9bc20d9f57a0c19136e10987fb234abdf3a5c,1,1.02,403,0,0,0,0,0
0x038edc61b0913f5a1fb5d4c9c05ec278b595e652,2,1.02,7,7,7,0,0,0
0x8ca4e7159005af481b5471d722cefe2c9fbf2db4,1,1.02,323,0,0,0,0,0
0x4cb75146e98562c9d79b31649c6c739e4dcb7cd5,2,1.01,60,60,0,0,0,0
0x2ceade86a04e474f3cf9bd87208514d818010627,1,1.01,387,0,0,0,0,0
0xafa9c7b32529429eed66bf4d7ff8f9bdd7739a63,1,1.01,358,0,0,0,0,0
0xa72d0ce793352a12ca771a658a8f404ceaa4208c,1,1,711,0,0,0,0,0
0x144e1547ad7be53ed5f751406a661540b860d522,2,0.99,7,7,7,0,0,0
0x7e461d582a6286ec922b5863453d8c19c2aafe8e,1,0.99,242,0,0,0,0,0
0xe45cf30317ef7d7181bdc944464c90bec7032f9b,1,0.99,141,0,0,0,0,0
0xb5a77233c1531a369ce0387e970ba81ea1eb7eba,2,0.98,12,8,2,0,0,0
0x0670303c741a704de90c4264ad6d775116a88a1b,1,0.96,528,0,0,0,0,0
0x0b3004bd9a1d39fa30cb138e7ac4ef3467b3c029,1,0.94,526,0,0,0,0,0
0x03b4bb1b349494dd6dc47eca50141e7b9748f0ce,1,0.91,129,0,0,0,0,0
0xb94dc9152d1702e724b821174e9247364e677805,2,0.9,64,63,0,0,0,0
0x860fefe7c2e1cea51bc0cae079237d5ef183945e,2,0.88,60,60,0,0,0,0
0x3df9aa7083ffa957b6b83c8514a792ce38c57e22,1,0.88,529,0,0,0,0,0
0xf45a430b79d6dd4d4dc33649161336bcffa3852c,1,0.88,628,0,0,0,0,0
0x20451461d5b609c5a3256d78f64c4afee860dc32,2,0.87,10,9,2,0,0,0
0x375f0479620c30d28122ef937d3838c3b9c1608c,2,0.86,29,26,0,0,0,0
0xaec559fdeb88389c7d0cbbee50ed0b54428273bf,2,0.85,47,47,0,0,0,0
0x461acd846b4cc249b96242f1ab7c72a39d94747c,2,0.84,49,18,0,0,0,0
0x544a40955ba1c7e56e161a59e1319e3313c25251,1,0.84,60,1,0,0,0,0
0x94b039a914a90256a3686df1d839b340388d077f,2,0.84,55,54,0,0,0,0
0x23305b97a3f13a74e377133f6b40375df1d80df0,1,0.84,485,0,0,0,0,0
0x06554073bd747a52bbc92559a99813290b8b5974,1,0.83,372,0,0,0,0,0
0x2dd9dec4ab4ab789051c8ef3640d3c1ccd33e9e5,2,0.83,9,9,1,0,0,0
0x6058deefb60b2f5d25f949eaff69abbc1f97f3da,1,0.83,2,2,1,0,0,0
0xd38f5b23f7adbed7ec2da8fb931c5a11675be844,1,0.82,528,0,0,0,0,0
0xacd8330385277dc1d071a1605e551f46c89113f7,1,0.82,529,0,0,0,0,0
0xb8ee46fdbe32959b9d94dc8387420eb413b884cd,2,0.82,37,37,0,0,0,0
0x4e65a8fa8a4c364564ce3ba10dd48c275b887247,1,0.82,524,0,0,0,0,0
0x4b5f934da25c33f130efc5df47c91af1375baa30,1,0.82,1,1,1,0,0,0
0x020673a52560b50a70544d7f841fbc73626648f4,1,0.81,83,0,0,0,0,0
0x1495d3a454eb1301a0b4530176099456639ef110,2,0.8,55,55,0,0,0,0
0xe69906f3e68157f82d3886792f6501f9b6b30ae3,2,0.8,42,22,0,0,0,0
0x3b6514326ed0362566e241210d43a90edb6287c9,2,0.8,47,47,0,0,0,0
0x58455cc7ad62e8416f3a822cee6d3a080f053e91,1,0.79,524,0,0,0,0,0
0x2eec756108603bfdf0b6c219d7e3ed10072e5927,1,0.79,528,0,0,0,0,0
0x3687e04959294bbf5c8d66413c6ac75da9321784,2,0.78,15,12,1,0,0,0
0xdeca949280753f849c3c21ea3d01f7ffe6b7cd44,1,0.78,387,0,0,0,0,0
0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,1,0.78,272,0,0,0,0,0
0x01b69bff063c3a665ce559cd45159438a1ff2262,2,0.78,12,7,1,0,0,0
0xb02daa162019ad753718359c3aacf8120a8ef4a1,1,0.77,526,0,0,0,0,0
0x7587cfbd20e5a970209526b4d1f69dbaae8bed37,1,0.76,72,0,0,0,0,0
0xd1e92317ad69269393f04592d47b8bb285c93571,1,0.76,5,5,3,0,0,0
0x5eefb9f7c1233f7d1be0ca7e806b04776fe130ca,1,0.75,411,1,0,0,0,0
0xfc5a28817a482fb8918c602208eba02bb1c07aa5,1,0.75,518,0,0,0,0,0
0xab2f7ee45b45d308179a7e33970fc557d58402e6,1,0.74,5,5,3,0,0,0
0x73e34a7176e47fdf1f45fd7726de86368325c407,2,0.74,40,39,0,0,0,0
0x318421e271826cbee90fe5f88f613229a521d9ef,1,0.74,5,5,3,0,0,0
0x173d87dfa68aeb0e821c6021f5652b9c3a7556b4,1,0.73,268,0,0,0,0,0
0x391d215362d59d193e5ee16403720f01bbd8b2de,1,0.73,522,0,0,0,0,0
0x5e0de38c0e5633d66ccf54b13c6cedba5a4197b6,1,0.73,84,0,0,0,0,0
0xfe9b4bf882c953da444bbe4a37132dafc760c110,1,0.72,514,0,0,0,0,0
0xc14a36c6d6be101ef10f66d550f4bb74fde63aae,1,0.72,1,1,1,0,0,0
0xd6b2fed043153cc9a4698773b8721237626ecf29,1,0.72,512,0,0,0,0,0
0x4cd61b2806dc07b59a8673b626d0ba71d5b10925,1,0.72,6,6,5,0,0,0
0x4b5647a56ef2d9e6e92cc869b88aac6f68386304,0,0.71,0,0,0,0,0,0
0x992a3a242d6471d24783b4c2c6af3ec7df871761,1,0.71,178,0,0,0,0,0
0x778c9e423b5e27c515433d2306f223669dddb79a,2,0.7,12,12,0,0,0,0
0x5f7a009664b771e889751f4fd721adc439033ecd,1,0.7,1,1,1,0,0,0
0x79b6c1eb85e1252d06e49754536b06a2c23d19c8,1,0.7,6,6,4,0,0,0
0x3c41f941098681bfdb14ed423709cc7c29c1e5e6,2,0.7,10,10,0,0,0,0
0x796dff6d74f3e27060b71255fe517bfb23c93eed,1,0.7,496,0,0,0,0,0
0x4cc93ebb24bc1660d5b41ff9ec8ca480a0a94c36,1,0.69,106,0,0,0,0,0
0xbed9da8f130acc29f2580df183f3995eff78fb4d,1,0.69,242,0,0,0,0,0
0xf54f4815f62ccc360963329789d62d3497a121ae,1,0.68,487,0,0,0,0,0
0x9ff5db2a9d33762e4cde70cc44776676740eb513,1,0.68,242,0,0,0,0,0
0xc3d614aef315d92687fc6d81791d59e83f98a67d,1,0.68,242,0,0,0,0,0
0xe08753f2caf86cfa29ce24b1ca765f6f3a25a68d,1,0.68,97,0,0,0,0,0
0x31943cbdfdfdd746e4dff303ba25fa3ebe5927e6,1,0.68,487,0,0,0,0,0
0x4da2d658ec798af7e723069dedeea27bc7f8ba52,1,0.67,479,0,0,0,0,0
0x5f3752858dca0c4334d5051b0560c448f42d9bb0,2,0.67,36,14,0,0,0,0
0x644c018b8d0b53c615cc68541877e1cc98c64066,0,0.67,0,0,0,0,0,0
0x56d865a719b82a0aae8060e701311b17ebb06378,0,0.67,0,0,0,0,0,0
0x9d292255ddc87532974ef5b13cb5d8c44bfcab23,2,0.67,44,44,0,0,0,0
0x63964c6f0fa79bfd432eeb59800f13cb17fab11c,1,0.67,479,0,0,0,0,0
0xb4044a66e1d4780398aef38af56b4d51797aea49,1,0.67,1,1,1,0,0,0
0x65c936fbf0150c75d69fff6d9270b8f1b57fc21f,1,0.66,236,0,0,0,0,0
0x9c7218a253d1565fc5f2149ba51f0f55f0f27f07,2,0.66,20,20,0,0,0,0
0x4a472a0fd692c1f1dd360562eb097a3363f300a3,1,0.66,235,0,0,0,0,0
0x5157d8ff3fcfacac630a1cb5bc9902dcc8433260,1,0.66,93,0,0,0,0,0
0x4461eabec259e164ad5da873d5fc4c0e1fe8e6b5,0,0.65,0,0,0,0,0,0
0x5e499850ceae87aa52c5f454863c100787541557,0,0.65,0,0,0,0,0,0
0xe664549ecff3177fa68ba8ad311e826eef03fba2,0,0.65,0,0,0,0,0,0
0x7f5446198a1c84d5be96410e24b721e76e423e14,1,0.65,160,0,0,0,0,0
0x10b4ad9a41a2a8e9509df43fa2888263d9e9c7b9,0,0.64,0,0,0,0,0,0
0x4b27579cc89fe4ff4e36d81194e5688a3f2f2bd6,0,0.64,0,0,0,0,0,0
0xc856695f53a1b580d285dc26b0a41ddad53d7ef2,0,0.64,0,0,0,0,0,0
0x5461d681a8f385bab485d57063f125960ed3b7c7,0,0.64,0,0,0,0,0,0
0x814aaeb033372b831ede465551e56dc7a5fb5820,1,0.64,5,5,1,0,0,0
0xeeecdf9946583e1624244df5fc399121dfb4604e,1,0.63,98,0,0,0,0,0
0x03e454f9f25cf543363a3c84fedc2be3be95d36e,1,0.63,142,0,0,0,0,0
0xfff5b69c512d539e3e9740480bd2925da9217df0,0,0.63,0,0,0,0,0,0
0xfb1e934e0bc827ef139caac4d7570624ed7a4e3b,1,0.62,181,0,0,0,0,0
0x0c668d3aca7de83c695296a92babf83248682078,0,0.62,0,0,0,0,0,0
0xfa3195ec87fe4949963a9c2c4a07d2359033ad23,1,0.62,103,0,0,0,0,0
0x047e1ff7bc5643e2fba17c759ab3a97b9bd778bb,0,0.61,0,0,0,0,0,0
0x9ced5f42f2f8fec2eddc7fbb360ee17ffd6bdc21,1,0.61,3,2,0,0,0,0
0xbf198710a9c2ff38902eb51841d32fc096a22050,0,0.61,0,0,0,0,0,0
0x07497437db00a12db5addb99d3cdd9f6937222d9,1,0.61,97,0,0,0,0,0
0x28785c4c50c83708f6dff20edec6757b5701e04e,1,0.6,323,0,0,0,0,0
0xdfda97052b37bd6f32e219285bfceaa9eb119b2b,1,0.59,210,0,0,0,0,0
0x88ac3d64230c8a453492ff908a02daa27e9b3429,2,0.59,38,38,0,0,0,0
0xda04c025f4d8ac555fdb3497b197d28fcecf4d41,0,0.59,0,0,0,0,0,0
0xdead1f6ff05e5c4de38acdb2db6da92066a1dead,1,0.57,14,5,0,0,0,0
0x57184a11b7911054cb91b96accd94e12ccb6e842,0,0.57,0,0,0,0,0,0
